text,category,sentiment
"giao hàng , tư_vấn nhiệt_tình . bé chưa uống hi_vọng bé , ủng_hộ shop tiếp bé hợp_tác 💖",Ship,positive
"giao hàng , thấm hút oke bé 3 mông háng hăm đỏ 😑",Ship,positive
hàng đạt chất_lượng tiki giao hàng dự_kiến hài_lòng kì hài_lòng,Ship,positive
"sữa hạn , shop đóng_gói .",Ship,positive
ẻm mỏng_manh sợ . khả_năng hút ẩm bình_thường . giá tiền hơi buồn tí .,Quality,negative
chất_lượng chưa chưa . sh phục_vụ chưa tốt,Service,negative
hài tốt kì hài_lòng,Quality,positive
chất_lượng sản_phẩm tuyệt_vời . đóng_gói sản_phẩm đẹp . giá_cả oke,Price,positive
"hàng đóng_gói kỹ_càng , nhân_viên shop không tương_tác",Service,negative
"giao hàng , thấm hút oke bé 3 mông háng hăm đỏ 😑",Safety,negative
"hạn 2022 , săn sale giá rẻ , chất_lượng chưa chưa , đóng_gói cẩn_thận",Service,positive
"sản_phẩm mềm mịn , thoáng , nhẹ . bé 8kg mua side l thoải_mái . mua tã tiki , tiki đóng_thùng cẩn_thận , tiki đóng_gói không như . mong tiki đóng_thùng ! 😘 kì hài_lòng",Ship,negative
hàng chuẩn mua kì hài_lòng,Genuineness,positive
"săn sale rẻ , sản_phẩm tốt , mua shop mal yên_tâm hãng , shop đóng_gói hơi sơ",Genuineness,positive
"sản_phẩm hài_lòng , đặt_hàng quà voucher 50k mua tả 349k trở , hàng chưa voucher 50k",Quality,positive
"mua lần2 hàng , chất_lượng oki . tội combo 3 không quà tặng . kì hài_lòng",Service,negative
"hàng hạn , giao hộp cấn như hình . không hài_lòng lắm .",Safety,positive
"sản_phẩm tốt , giá tốt kì hài_lòng",Price,positive
"ship , shipper thân_thiện hàng đóng_gói kĩ kì hài_lòng",Ship,positive
"hàng hãng , giao hàng",Ship,positive
hàng chuẩn mua giao hàng siêu ưng phục_vụ shop,Service,positive
"thùng hàng gọn_gàng , hạn_dùng hài_lòng , giao hàng",Ship,positive
"tã thấm hút tốt , không trào vón vành lưng hơi thô cứng khó_chịu bé , ngứa mẫn đỏ",Quality,negative
"đóng_gói cẩn_thận , sản_phẩm tốt giao hàng huggies",Quality,positive
giao hàng . sữa check mã_vạch . giao nowship sữa túi không đơn bọc gói,Genuineness,positive
"chất_lượng sản_phẩm tốt , đóng_gói đẹp , giao hàng kì hài_lòng",Quality,positive
"hàng_hóa , sữa chuẩn mô_tả , hi_vọng bé hợp_tác",Genuineness,positive
"hàng giao y hình . đóng_gói cẩn_thận . giao hàng , chu_đáo . cám_ơn tiki ! kì hài_lòng",Ship,positive
hàng đẹp . chất_liệu ok . đóng_gói kì hài_lòng,Quality,positive
"giao hàng dự_kiến . bỉm thấm hút tốt , form thoải_mái . kì hài_lòng",Ship,positive
"sản_phẩm tốt , giao hàng , gói hàng cẩn_thận . hài_lòng chất_lượng dịch_vụ . kì hài_lòng",Ship,positive
xịn hạn uống ngon hợp_tác sữa nhạt dòng sữa ship . gọn lẹ,Quality,positive
"hàng chuẩn , tiki giao hàng , balo mini gọn yêu lắm mua",Ship,positive
giao hàng gói hàng kỹ chất_lượng ổn giá_cả bình_dân,Price,positive
mua hàng cẩn rẻ hàng chất_lượng,Ship,positive
check mã_vạch oke mua nhièu .,Genuineness,positive
đóng_gói cẩn_thận,Ship,positive
"hàng , quà không . giao hàng chậm tiki liên_hệ chốt giao . ko giao trể không thông_tin .",Service,negative
săn flash sale giá siêu rẻ . chất_lượng tốt shop phục_vụ nhiệt hàng,Quality,positive
"tả mềm , thấm hút tốt . bobby . nhân_viên giao hàng nhiệt_tình , vui_vẻ . ủng_hộ tiki dài_dài !",Quality,positive
"shop giao hàng , bọc . mua 2 . 4 hộp 1 hộp móp",Ship,positive
"giao hàng , đóng_gói hàng hộp sữa móp shop dán băng_keo hơi . date hình_như_không đều , mua shop giao hạn .",Ship,positive
sữa thơm . chuẩn . hôm hôm . tốt,Quality,positive
"đồ giao đầy_đủ , hạn , đóng_gói cẩn_thận , ( unpack mệt_nghỉ ) . giá tốt mặt_bằng . ủng_hộ tiếp .",Ship,positive
shop bọc hàng_mã đều . . ủng_hộ shop . : ),Genuineness,positive
tuyệt_vời ưng bé ngủ trọn_vẹn khô thoáng kì hài_lòng,Quality,positive
"sản_phẩm tốt , giao hành , hạn kì hài_lòng",Safety,positive
"sản_phẩm tốt , giao hàng không móp méo . giá tốt . 1 đồ_chơi bé tắm 1 vịt xinh , tưởng 1 2 . kì hài_lòng",Quality,positive
"hàng tốt , giao hàng , đóng_gói sản_phẩm . tiền",Price,positive
giao hàng . đóng_gói cẩn n .,Ship,positive
"sản_phẩm tốt , đóng_gói kỹ , giao hàng ủng_hộ mua tiếp giá sản_phẩm",Ship,positive
"đóng_gói kỹ , giao hạn đúng quảng_cáo , ủng_hộ tiếp",Safety,positive
"hình_ảnh tính_chất xu , hàng ưng_ý , ủng_hộ shop dài_dài",Quality,positive
sản_phẩm đúng miêu gói cẩn 202,Genuineness,positive
sản_phẩm tốt giá 305k rẻ kì hài_lòng,Price,positive
sản_phẩm hợp giá tiền chất_liệu oke ủng_hộ tiki tiếp,Quality,positive
đặt_hàng giao giao chậm tiki,Ship,negative
"hàng đóng_gói kỹ . date sữa , mua cửa_hàng sữa . kì hài_lòng",Ship,positive
chất_lượng sản_phẩm tuyệt_vời . date . giá tốt,Price,positive
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng nhanh_chóng,Ship,positive
trừ sản_phẩm tốt . mn mua kì hài_lòng,Quality,positive
"tã mềm , thấm hút tốt . kích_thước tã , bé 8kg mặc hơi chật !",Quality,negative
"ship , hàng đóng_gói cẩn_thận kì hài_lòng",Ship,positive
"bỉm mỏng loại cũ xíu , đệm lưng mềm . giá ok , 🥰 kì hài_lòng",Ship,positive
hình video không . giao hàng . háo_hức chưa mẫu . giao mẫu cũ . shop,Ship,positive
"mẫu mỏng thoáng mát , khả_năng thấm hút ok , lưng thun kiểu mềm_mại , hài_lòng . mua giá tốt tiki .",Price,positive
canh sale 776k mua giá tốt 830k . pamper mỏng nhẹ mặc thời_tiết miền nam . đọc giá mua tham_khảo . 776k,Quality,positive
chất_lượng sản_phẩm tuyệt_vời . shop giao hàng đóng_gói sản_phẩm đẹp,Quality,positive
chất_lượng ổn .,Quality,positive
hài_lòng sản_phẩm cửa_hàng . thái_độ phục_vụ khách_hàng đội_ngũ nhân_viên tốt . kì hài_lòng,Service,positive
shop gói cẩn_thận hộp không móp . check code . hi_vọng bé ổn .,Genuineness,positive
"sữa ngon , bé nhẹ đêm shop đóng_gói cẩn_thận",Quality,positive
không quà tặng kì hài_lòng,Service,negative
"date , đóng_gói cẩn_thận , hài_lòng",Safety,positive
tốt . hàng chuẩn hạn 2021 . vẩn ok . mua hàng . gói hàng hơi chậm nhưn giao .,Quality,positive
"shop giao hàng , đóng_gói thùng , mốp hộp sữa bung . mong shop gói thùng lớn giúp",Ship,negative
"sp đúng như hình , hạn , đóng_gói cồng_kềnh kg gọn ( 3 bịch kg chồng gói tiki xếp thành hàng )",Safety,positive
"giao hàng . mẫu đẹp . đồ_chơi hình , dễ_thương . hy_vọng tiki đăng đúng hình quà tặng hụt_hẫng . kì hài_lòng",Service,positive
"tã goon friend độ mềm , mỏng , khả_năng thấm hút tốt giá hợp_lý . bé hình_thù ngộ_nghĩnh . ủng_hộ goon friend dài_dài , hihi . phẩm tốt",Quality,positive
chuẩn hàng . sữa ngon mát bổ_dưỡng cơ_thể . giao hàng đóng_gói đẹp . mua uống cơ_thể khỏe_mạnh to . chúc_vui,Quality,positive
tả oke giao hàng kì hài_lòng,Ship,negative
mua mắc 20k shipper nhiệt_tình chu_đáo đánh 5,Ship,positive
"bao_bì cũ , bám bụi . khó_chịu ! hài_lòng",Safety,negative
rẻ chất_lượng ổn loại tả ban_ngày thông_thường . mẹ lưu_ý vòng đùi kích_thước thay_vì kg lựa_chọn kì hài_lòng,Price,positive
tặng khăn ướt . kích_thước hơi ok .,Service,positive
"date , bé uống hợp mua kì hài_lòng",Safety,positive
"3 gói tặng 1 bập_bênh . chất_lượng tã tốt , giao tốc_độ , quà tặng hơi ọp_ẹp . kì hài_lòng",Quality,positive
giá rẻ được_lòng,Price,positive
"tốt , giao , vận_chuyển móp hộp sữa xíu . ủng họp tiếp",Quality,positive
hàng giao . đóng_gói cẩn_thận . hàng hạn . hài_lòng sản_phẩm . shop nhiệt_tình . ăn tốt mua shop . tuyệt_vời lắm . shop 5,Ship,positive
"shop đóng_gói cẩn_thận , giao hàng . bé uống hợp . ủng_hộ",Quality,positive
hàng giao date hàng đa_phần t12 hàng đảm_bảo .,Safety,positive
tả oke giao hàng kì hài_lòng,Quality,positive
"tã nhúm , không phủ mông bé như tã không tràn trừ ổn . hai loại huggies cà_meries đều thức dậy đêm thay tã bé , tã đè khó_chịu .",Quality,negative
"không hoá_đơn , tem rách , đóng_gói không cẩn_thận hài_lòng",Genuineness,negative
"sp tốt , đóng_gói kỹ_càng , giao hàng đúng hẹn tốt",Ship,positive
ngon bổ rẻ mua 3 shop . date giao hàng . nhân_viên gói hàng cẩn_thận . bé dậy uống sữa loại ngủ phát,Ship,positive
hàng hoàn tiền sản_phẩm mua bé giao sai sp . mô_tả sản_phẩm ghi xuất_xứ việt nam sản_phẩm giao x trung quốc . k đảm_bảo chất_lượng . mong tiki tiến_hành bc hoàn_trả sản_phẩm dùm hàng hoàn tiền,Safety,negative
"giao , chuẩn hàng kì hài_lòng",Ship,positive
pampers một tặng gói 4 miếng . ưng . mua tã quần kích_thước m chất_lượng không như hàng tặng . chấp_nhận . mua kích_thước l thất_vọng . tã mùi hôi khó_chịu . xé gói miếng 3 mùi . không dám bé . mùi khó_chịu,Safety,negative
sản_phẩm ok . giao hàng . tiki tuyệt . kì hài_lòng,Ship,positive
"giao hàng , bỉm mỏng , giá tiền . 🤗",Ship,positive
sản_phẩm đúng giao hàng quà tặng kèm,Ship,positive
date đóng hàng cẩn_thận hi_vọng bé,Ship,positive
"hộp đẹp , check mã_vạch đúng",Ship,positive
mua sữa yên_tâm hạn giá_thành oke .,Safety,positive
"giao hàng , tả tốt . kì hài_lòng",Quality,positive
"sữa thơm , uống . bé . shop gói hàng cẩn_thận",Quality,positive
quà đẹp . tks shop kì hài_lòng,Service,positive
"mua 2 lon thử . hàng tốt , sản_phẩm hình .",Genuineness,positive
"bé 1 hộp bt , chưa biet , mua . shop giao đóng_gói cẩn_thận nha , hộp móp",Ship,negative
giao hàng . sữa chuẩn,Quality,positive
mua hàng shop . yên_tâm chất_lượng . shop hàng giá tốt,Quality,positive
tả quần kiểu_dáng đẹp mỏng cưng .,Quality,positive
"phản_hồi sản_phẩm , mua mẫu thử bé xinh yêu . chưa sản_phẩm hi_vọng sản_phẩm chuẩn .",Quality,positive
"shop giao hàng , đóng_gói tốt . date 2022 . săn deal giá tốt . mua dùm không hình",Safety,positive
"giao hàng , bỉm mỏng , không mềm như mua , không quà tặng kèm . chất_lượng không tốt lắm .",Ship,positive
"mua hàng shop ưng chất_lượng , giá_thành tốt . đóng_gói cẩn_thận , giao hàng",Quality,positive
"hàng nắp xanh , hạn 2022 , đóng_gói cẩn_thận , giao hàng , 1 m mua 5 hộp",Safety,positive
"mặc bé đi bế_bồng không hằn da , ghê kì hài_lòng",Safety,positive
"giao hàng hôm_qua hôm_nay hàng , hạn yên_tâm",Ship,positive
"sp chuẩn nhật , bé bú ngon , tiêu_hoá tốt kì hài_lòng",Quality,positive
"hàng không tâm , bỉm trẻ_con bao_bì rách . bực_mình bì rách",Service,negative
"bỉm thấm hút tốt , mẫu_mã đẹp , giao hàng kì hài_lòng",Quality,positive
"giao hàng , đúng sản_phẩm . hài_lòng kì hài_lòng",Service,positive
"mua bão giảm_giá mõi đơn 2 bịch ah , mong bão giảm_giá_như , tiki đóng hàng cẩn_thận , cập_nhật đơn hàng liên_tục theo_dõi , 5 * chất_lượng rẻ",Quality,positive
giá chương_trình momo 50k đơn 99k 399k . tạm coi rẻ mua_lẻ . uống lâu_dài mua số_lượng rẻ y hình,Price,positive
"giao hàng . đóng_gói hàng cẩn_thận date . 3 - 2021 ,",Safety,positive
date 4.202 giá shop shop không không rẻ áp mã hoàn xu đợt sale shop giảm_giá mua,Price,positive
"giao đúng sản_phẩm , giao hàng . ủng_hộ shop . shop",Ship,positive
giao hàng siêu . bọc hàng cẩn_thận . giá chỗ m tốt . hi_vọng hàng chuẩn ủng_hộ shop,Price,positive
đề tặng 6 miếng tã quần không . không hài_lòng,Service,negative
"hàng , đóng_gói cẩn_thận . ủng_hộ shop tiếp . 👍",Ship,positive
"sản_phẩm ok , bé , mùi thơm kì hài_lòng",Quality,positive
giao hàng rẻ mua tốt huggies,Ship,positive
"tốt , , vệ_sinh bình sữa sạch kì hài_lòng",Quality,positive
sp oke giao hàng kì hài_lòng,Ship,positive
sản_phẩm bobby dòng . thấm hút tốt . bé không hăm như kì hài_lòng,Safety,positive
shop giao hàng . gói hàng cẩn_thận . hàng chuẩn ok . giá rẻ . dịch săn voucher mua tích_trữ dần,Ship,positive
"rẻ đẹp oke lắm giao hàng cực , kì hài_lòng",Ship,positive
"hình_ảnh không , check đúng mã , chất_lượng chưa chưa , giao hàng",Genuineness,positive
"mua sản_phẩm n 🤣 chất_lượng tốt , tem mác đầy_đủ . shop nhiệt_tình giao hàng , đóng_gói cẩn_thận gọn_gàng , đẹp ... !",Ship,positive
"hàng chuẩn , nguyên niêm_phong . shop giao hàng , bận shop",Genuineness,positive
"giá rẻ , hạn , giao . mua r yên_tâm shop 🌺 ⭐ ️ 😌 😘 ❤ ️",Price,positive
"shop đóng_gói sữa cẩn_thận , 1 hộp móp vỏ . date sữa .",Ship,positive
"shop gói hàng cẩn_thận , mua , ưng , ủng_hộ",Ship,positive
"mua quà mũ bobby . giao không quà , giao hàng bảo không tiki quà quà",Service,negative
"hàng chuẩn , giá rẻ . kì hài_lòng",Price,positive
sản_phẩm . quà tặng kèm đẹp . tiki giao hàng gọn . hài_lòng kì hài_lòng,Service,positive
"ban_đêm đóng thử ban_ngày không ổn lắm . đóng ban_ngày , đêm đái tràn bỉm",Quality,negative
"sản_phẩm đẹp như hình quảng_cáo , sản_phẩm ít mùi nhựa , giao hàng cực",Ship,positive
thun lưng cứng trật hút tốt hài_lòng,Quality,negative
"sản_phẩm giao , giá tốt , chất_lượng đợi phản_hồi ! kì hài_lòng",Price,positive
"giá hơi , mã giảm_giá tốt , giá hơi , mã giảm_giá tốt hơi , mã giảm_giá tốt",Price,negative
hàng rùi . shop . hàng giao đúng như thông_tin sản_phẩm 7 / 2021 . ủng_hộ shop nha .,Ship,positive
đúng hãng tốt mua kì hài_lòng,Genuineness,positive
"hàng 3 bịch tã dơ rách . không hài_lòng , mong tiki đổi hàng . mua combo 3 gói tã gói hàng cẩu_thả , bịch tã dơ rách",Safety,negative
mua hàng shop . tin_tưởng chất_lượng dịch_vụ giá_cả .,Quality,positive
"giao hàng , giá tốt . bé uống ok . mua shop 2",Price,positive
"chất_lượng tốt , giá kèm khuyến_mãi hợp_lý , giao hàng hơi kì hài_lòng",Ship,negative
"thấm hút kém , đóng cục , đúng giá tiền đi_đôi chất_lượng hài_lòng",Quality,negative
"giao hàng . đóng_gói hàng cẩn_thận date . 3 - 2021 ,",Ship,positive
"mua tã quần pamper nhìu tiki , ok , pamper xen kẻ loại ( ban_ngày ) ban_đêm tã không thấm . giá rẻ hài_lòng",Price,positive
tốt sản_phẩm hơi cao_giá,Quality,positive
"tã_êm , mềm , thoáng bé . 100 % hãng nhập_khẩu nhật kèm quà tặng đẹp . hài_lòng dịch_vụ giao hàng 100 % hãng",Ship,positive
hàng chuẩn . mẫu . date đúng như mô_tả . giá rẻ chỗ,Safety,positive
tã rẻ loại thay tã chứa ít nước_tiểu kì hài_lòng,Price,positive
"mua bão giảm_giá mõi đơn 2 bịch ah , mong bão giảm_giá_như , tiki đóng hàng cẩn_thận , cập_nhật đơn hàng liên_tục theo_dõi , 5 * chất_lượng rẻ",Ship,positive
"shop giao hàng : d đóng_gói cẩn_thận , hạn yên_tâm",Ship,positive
shop gói hàng cẩn hàng,Ship,positive
"mềm , bé không hâm , ship kì hài_lòng",Safety,positive
"shop giao hàng , sản_phẩm , bao_bì , tem chống hàng giả dán nhãn tiếng việt rõ_ràng , ủng_hộ shop",Genuineness,positive
"sp thấm hút tốt , dáng tả . mùi hóa_chất tả nồng , cân_nhắc đổi dòng thương_hiệu an_toàn .",Quality,negative
giao đủ bỉm giao siêu mua shop không tặng tất hơi bùn 😟,Ship,positive
"mua 2 , bỉm thấm hút tốt , mềm , giá tiền . giao hàng . ủng_hộ tiếp .",Price,positive
"tã mềm , thấm hút tốt , không hằn . tiki giao hàng , chiều_hôm hôm giao hàng , tỉnh_lẻ . khuyến_mãi 3 gói ( 12 miếng ) tiện_lợi hài_lòng",Ship,positive
"hàng chất_lượng tốt , giao hàng kì hài_lòng",Quality,positive
k s keo gắn . bột milo không mịn không ngon lắm . bé không .,Safety,negative
chất_lượng sản_phẩm tốt . giao hàng . gói hàng 🧡,Quality,positive
đóng_gói cẩn thân . date . giá c,Price,positive
chất_lượng sản_phẩm tuyệt_vời . đóng_gói sản_phẩm đẹp . giá_cả oke,Ship,positive
"mua hàng tiki , hàng đóng_gói cẩn_thận , đẹp , sản_phẩm y hình , dễ_thương . giá tiền . giao hàng . ủng_hộ tiki lâu_dài kỳ hài_lòng sản_phẩm , mẹ mua",Price,positive
chất_lượng sản_phẩm tuyệt_vời . đóng_gói sản_phẩm đẹp,Ship,positive
mua shop . đóng_gói kĩ . hàng nhiệt_tình,Ship,positive
"bỉm hạn , đóng_gói cẩn_thận , kích_thước l trẻ 9kg 14kg , bé 10.5 kg mặc_cảm_giác chật ( bobby l mặc thoải_mái ) . bobby mùi hương dễ_chịu vốn cục 2 đều không tràn . ý_kiến tả bobby chất_lượng . xét sản_phẩm bobby",Quality,negative
đóng_gói kĩ hàng chất_lượng uy_tín như kì hài_lòng,Ship,positive
"chất_lượng sản_phẩm tốt , đóng_gói , phục_vụ tốt , giao hàng hơi",Service,positive
đầu mua sữa shop hài_lòng sữa . mua tiếp 🥰,Quality,positive
sản_phẩm đúng mong_muốn shop đóng_gói cẩn_thận giao hàng,Genuineness,positive
"sản_phẩm tốt , hàng hãng chất_lượng yên_tâm , bé mik . tiki giao hàng . mik mua sản_phẩm 😘 💕 kì hài_lòng",Genuineness,positive
"shop giao hàng , đóng_gói cẩn_thận không móp méo lon sữa thời_hạn",Ship,positive
"hàng đúng như hình , chất_lượng ổn , giá hợp_lí , giao hàng kì hài_lòng",Ship,positive
"bỉm mềm làn da bé , mỏng nhẹ . chun bụng cực êm . hài_lòng chất_lượng bỉm . tiki giao , ổn ổn , giá tốt",Ship,positive
"đóng_gói cẩn_thận giao hàng , sữa yên_tâm",Ship,positive
"shop giao , sản_phẩm tốt , m hài_lòng , ship now tiện",Quality,positive
"tã dán tốt , bỉm bỉm bỉm merries size . phồng , đêm tràn đều . 12 tiếng 1 bỉm không ướt mông bé .",Quality,positive
ship như 1 gió . giao đúng mẫu đúng màu . làm_ăn chuyên_nghiệp 😃,Service,positive
mua bỉm tiki rẻ quất dịch jumbo . gói jumbo chưa mua bịch . kì hài_lòng,Price,positive
"giao hàng , chất_lượng bỉm tốt mềm_mỏng loại cũ 👋 mua tiếp",Ship,positive
"đồ giao đầy_đủ , hạn , đóng_gói cẩn_thận , ( unpack mệt_nghỉ ) . giá tốt mặt_bằng . ủng_hộ tiếp .",Price,positive
"shop giao hàng . hộp nan chỗ thìa vệ_sinh , giá tốt , ủng_hộ",Price,positive
đóng_gói cẩn_thận ủng_hộ shop,Ship,positive
giao hàng hơi . đóng_gói đẹp . shop túi bọc chống va_đập tốt . lon không móp méo . dat . check vạch,Ship,negative
mua 12 / 2 18 / 2 giao . đóng_gói không kỹ lắm . test mã_vạch hình . chưa không chất_lượng,Genuineness,negative
"form bỉm tương_đương angel , không mềm như angel thấm hút tốt , đũng 1 chút , đêm không tràn .",Quality,positive
"tã mềm , không vết hằn đỏ da . tã hãng . tốt",Quality,positive
mua sữa giá rẻ trông sữa hãng vọng hàng chất_lượng,Genuineness,positive
"date , thùng sữa không bóp_méo , giao hàng cẩn_thận kì hài_lòng",Safety,positive
"giao hàng , đóng_gói sản_phẩm , ủng_hộ",Ship,positive
"sản_phẩm tốt oke , giao hàng siêu , ủng_hộ",Ship,positive
bỉm mua lớn mềm mịn . bỉm tiki khô ráp mỏng . cầm 2 miếng hẳn . tức . bỉm đểu không hả trời . mua mặc vầy khó_chịu đấy .,Quality,negative
"đồ giao đầy_đủ , hạn , đóng_gói cẩn_thận , ( unpack mệt_nghỉ ) . giá tốt mặt_bằng . ủng_hộ tiếp .",Price,positive
"sản_phẩm tốt , sưã thơm , pha shop giao hàng . .",Ship,positive
sản_phẩm tốt . chất_lượng . hàng chuẩn chỉnh . giá . ok,Quality,positive
"hàng , giao đóng_gói gọn hạn ,",Quality,positive
mua đợt sale 12 / 12 giá tốt . tưởng kèm quà thú bé không . hơi buồn xíu 5 kì hài_lòng,Service,negative
bọc hàng kỹ . cẩn_thận,Ship,positive
sản_phẩm tốt . uy_tín chất_lượng . ủng_hộ shop dài_dài,Quality,positive
"video không lắm . shop đóng_gói hàng cẩn_thận , hạn . chất_lượng sữa m",Ship,positive
"shop gói hàng cẩn_thận , đầu mở_hàng ưng_ý gói đẹp . sp tốt ủng_hộ nhìu",Quality,positive
sản_phẩm tốt . giao hàng . đặt_hàng shop 3 . ổn . shop gửi mã giảm_giá mua giá hợp_lý .,Ship,positive
"giao hàng , khuyến_mại giá rẻ thị_trường . sản_phẩm , thoáng , không ẩm mông bé . dán bỉm không , thường_xuyên bong dính quần bé . hài_lòng",Quality,positive
đóng hàng cẩn_thận sản_phẩm oke . ủng_hộ shop . rẻ shop cửa_hàng 100k,Ship,positive
"sản_phẩm tốt , mua , tặng quà . kì hài_lòng",Quality,positive
"hàng , chỗ tem abbot dán băng_keo như gỡ dán . tiki làm_việc đối_tác giao hàng đúng chất_lượng . sữa bình_thường không dán băng_keo chỗ tem . ngờ sữa giả",Quality,negative
giao hàng . đóng_gói siêu cẩn_thận . sữa chuẩn . mua . mua 🥰,Quality,positive
